Serial;Serial Resposta;Software;Marca;Modelo;Status;Local Fisico;Data Compra;Data Envio;Data Cobranca;Valor Cobranca;Forma Aquisicao;Local Cobranca;Operadora;Serial Chip;PDV
'541-362-111';'541-362-111';GER7;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;01/10/2024;01/12/2024;79,90;Aluguel;Brasilcard;Vivo;'89551301301004106294';050188;
'541-362-021';'541-362-021';GER7;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;10/10/2024;01/12/2024;109,90;Aluguel;Brasilcard;Vivo;'89551301301013831635';015424;
'541-362-080';'541-362-080';GER7;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;07/10/2024;01/12/2024;109,90;Aluguel;Brasilcard;Vivo;'89551301301013835750';044580;
'541-360-981';'541-360-981';GER7;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;01/10/2024;01/12/2024;109,90;Aluguel;Brasilcard;Vivo;'89551301301013834845';025234;
'541-360-984';'541-360-984';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;30/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-095';'541-361-095';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;14/07/2021;14/07/2021;109,90;Aluguel;Brasilcard;VIVO;'89551080357000009749';044767;
'541-361-107';'541-361-107';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;27/09/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-116';'541-361-116';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;31/10/2022;01/11/2022;109,90;Aluguel;Brasilcard;VIVO;'89551080357000009954';041144;
'541-361-118';'541-361-118';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;30/06/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-117';'541-361-117';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;15/05/2021;15/05/2021;109,90;Aluguel;Brasilcard;CLARO;'89550534100028147602';041945;
'541-361-097';'541-361-097';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_5A;30/01/2021;18/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-105';'541-361-105';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;09/10/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-093';'541-361-093';GER7;VERIFONE;C680;ESTOQUE;BOLT_5G;30/01/2021;12/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-777';'541-361-777';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;10/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-457';'541-361-457';GER7;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;26/11/2024;01/01/2025;109,90;Aluguel;Brasilcard;Claro;'89550532890023935413';047536;
'541-361-785';'541-361-785';GER7;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;21/10/2024;01/12/2024;109,90;Aluguel;Brasilcard;Tim;'89555487000000041938';044190;
'541-361-790';'541-361-790';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_6G;30/01/2021;15/02/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-492';'541-361-492';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;30/07/2022;30/07/2022;79,90;Aluguel;Brasilcard;Claro;'89550522060006462585';049538;
'541-361-534';'541-361-534';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_5G;30/01/2021;18/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-809';'541-361-809';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_6C;30/01/2021;19/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-360-929';'541-360-929';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;18/05/2021;18/06/2021;109,90;Aluguel;Brasilcard;VIVO;'89551080357000008899';043377;
'541-361-726';'541-361-726';GER7;VERIFONE;C680;ESTOQUE;BOLT_5C;30/01/2021;30/12/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-792';'541-361-792';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_6E;30/01/2021;12/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-941';'541-361-941';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_5E;30/01/2021;27/01/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-983';'541-361-983';GER7;VERIFONE;C680;ESTOQUE;BOLT_5G;30/01/2021;19/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-362-019';'541-362-019';MTSOL;VERIFONE;C680;ESTOQUE;OGEA_CAÇA POS;30/01/2021;25/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-922';'541-361-922';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;30/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-991';'541-361-991';MTSOL;VERIFONE;C680;CORREIOS;LOJISTA;30/01/2021;19/05/2021;19/06/2021;109,90;Aluguel;Brasilcard;;'';043410;
'541-361-916';'541-361-916';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_5G;30/01/2021;26/11/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-938';'541-361-938';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;29/07/2021;05/08/2021;109,90;Aluguel;Brasilcard;VIVO;'89551080357000007438';023235;
'541-361-952';'541-361-952';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;23/10/2021;05/12/2021;79,90;Aluguel;Brasilcard;CLARO;'89550522060005596227';029713;
'541-362-027';'541-362-027';GER7;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;21/10/2024;01/12/2024;79,90;Aluguel;Brasilcard;Tim;'89555487000000041839';042466;
'541-361-934';'541-361-934';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_5G;30/01/2021;18/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-360-913';'541-360-913';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;13/10/2021;05/11/2021;109,90;Aluguel;Brasilcard;NLT;'89551301301002821035';015525;
'541-360-862';'541-360-862';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;19/05/2021;19/06/2021;109,90;Aluguel;Brasilcard;VIVO;'89551080357000051626';043444;
'541-360-937';'541-360-937';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_5A;30/01/2021;15/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-360-857';'541-360-857';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_5G;30/01/2021;17/02/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-360-897';'541-360-897';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_4A;30/01/2021;23/12/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-360-872';'541-360-872';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_5A;30/01/2021;18/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-360-918';'541-360-918';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;29/06/2021;26/07/2021;109,90;Aluguel;Brasilcard;VIVO;'89551080357000065832';044165;
'541-360-963';'541-360-963';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;06/08/2021;26/11/2021;79,90;Aluguel;Brasilcard;VIVO;'89551080357000009244';033810;
'541-360-924';'541-360-924';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_6G;30/01/2021;28/02/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-360-958';'541-360-958';GER7;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;31/05/2024;02/07/2024;79,90;Aluguel;Brasilcard;Vivo;'89551301301012564583';021693;
'541-361-865';'541-361-865';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_5E;30/01/2021;14/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-882';'541-361-882';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_6G;30/01/2021;17/02/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-877';'541-361-877';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;31/03/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-895';'541-361-895';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;17/05/2021;17/06/2021;109,90;Aluguel;Brasilcard;VIVO;'89551080357000065808';024528;
'541-361-834';'541-361-834';GER7;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;26/11/2024;01/01/2025;99,90;Aluguel;Brasilcard;Tim;'89555487000001677383';067311;
'541-361-836';'541-361-836';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;24/05/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-886';'541-361-886';GER7;VERIFONE;C680;ESTOQUE;BOLT_4C;30/01/2021;04/09/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-884';'541-361-884';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_4C;30/01/2021;15/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-876';'541-361-876';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_6C;30/01/2021;09/09/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-439';'541-361-439';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_6C;30/01/2021;31/01/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-888';'541-361-888';MTSOL;VERIFONE;C680;CORREIOS;LOJISTA;30/01/2021;07/07/2021;07/07/2021;109,90;Aluguel;Brasilcard;;'';044675;
'541-361-404';'541-361-404';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;26/07/2021;05/10/2021;79,90;Aluguel;Brasilcard;;'';044276;
'541-361-436';'541-361-436';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;15/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-433';'541-361-433';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;14/05/2021;14/05/2021;109,90;Aluguel;Brasilcard;VIVO;'89551080337015701761';042249;
'541-361-434';'541-361-434';GER7;VERIFONE;C680;ESTOQUE;BOLT_5C;30/01/2021;10/02/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-359';'541-361-359';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_4A;30/01/2021;30/11/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-368';'541-361-368';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;01/06/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-413';'541-361-413';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;02/08/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-410';'541-361-410';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_6C;30/01/2021;01/02/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-563';'541-361-563';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;26/11/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-388';'541-361-388';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;31/03/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-483';'541-361-483';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_6G;30/01/2021;10/02/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-502';'541-361-502';GER7;VERIFONE;C680;ESTOQUE;BOLT_5G;30/01/2021;31/08/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-561';'541-361-561';MTSOL;VERIFONE;C680;CONFIGURADO;LOJISTA;30/01/2021;09/09/2021;26/11/2021;79,90;Aluguel;Brasilcard;CLARO;'89550522060005708640';047088;
'541-361-517';'541-361-517';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_5E;30/01/2021;31/10/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-551';'541-361-551';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_5E;30/01/2021;19/12/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-520';'541-361-520';GER7;VERIFONE;C680;ESTOQUE;BOLT_5C;30/01/2021;31/01/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-443';'541-361-443';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;28/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-556';'541-361-556';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;29/04/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-361-521';'541-361-521';MTSOL;VERIFONE;C680;ESTOQUE;BOLT_2G;30/01/2021;31/03/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'541-362-169';'541-362-169';GER7;VERIFONE;C680;ESTOQUE;BOLT_5C;30/01/2021;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470584959';'1470584959';GER7_TESTE;PAX;D195;ESTOQUE;BOLT_9D;14/04/2021;30/12/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470585487';'1470585487';GER7_TESTE;PAX;D195;ESTOQUE;BOLT_9D;14/04/2021;21/10/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470585462';'1470585462';GER7_TESTE;PAX;D195;ESTOQUE;BOLT_9D;14/04/2021;03/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470585482';'1470585482';GER7_TESTE;PAX;D195;ESTOQUE;BOLT_9D;14/04/2021;27/12/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470584982';'1470584982';GER7;PAX;D195;CONFIGURADO;LOJISTA;14/04/2021;18/10/2024;01/12/2024;59,90;Aluguel;Brasilcard;CLARO;'89550534150026885307';082935;
'1470586094';'1470586094';GER7;PAX;D195;CONFIGURADO;LOJISTA;03/05/2021;01/06/2023;01/08/2023;39,90;Aluguel;Brasilcard;;'';025584;
'1470340867';'1470340867';GER7;PAX;D195;CONFIGURADO;LOJISTA;03/05/2021;25/07/2023;01/09/2023;49,90;Aluguel;Brasilcard;;'';069862;
'1470340865';'1470340865';GER7;PAX;D195;CONFIGURADO;LOJISTA;03/05/2021;29/08/2023;01/10/2023;39,90;Aluguel;Brasilcard;;'';068134;
'1470340868';'1470340868';GER7;PAX;D195;ESTOQUE;BOLT_7C;03/05/2021;07/08/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470340869';'1470340869';GER7;PAX;D195;CONFIGURADO;LOJISTA;03/05/2021;15/08/2024;01/10/2024;109,90;Aluguel;Brasilcard;CLARO;'89550534150026896403';048799;
'1470340870';'1470340870';GER7;PAX;D195;ESTOQUE;ANALISE;03/05/2021;01/11/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586310';'1470586310';GER7;PAX;D195;ESTOQUE;WALLISSON COSME BARB;03/05/2021;16/04/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470340875';'1470340875';GER7;PAX;D195;CONFIGURADO;LOJISTA;03/05/2021;21/01/2025;01/03/2025;49,90;Aluguel;Brasilcard;Vivo;'89551301301013832443';069691;
'1470586928';'1470586928';GER7;PAX;D195;ESTOQUE;BOLT_9A;03/05/2021;23/05/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470340874';'1470340874';GER7;PAX;D195;CONFIGURADO;LOJISTA;03/05/2021;04/12/2024;01/02/2025;39,90;Aluguel;Brasilcard;CLARO;'89550534150026885166';087620;
'1470340861';'1470340861';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;03/05/2021;02/08/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586937';'1470586937';GER7;PAX;D195;CORREIOS;LOJISTA;28/04/2021;10/09/2024;01/10/2024;29,90;Aluguel;Brasilcard;;'';065167;
'1470586443';'1470586443';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;13/07/2023;01/11/2023;69,90;Aluguel;Brasilcard;;'';069315;
'1470586320';'1470586320';GER7;PAX;D195;ESTOQUE;BOLT_7C;28/04/2021;31/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586176';'1470586176';GER7;PAX;D195;CORREIOS;LOJISTA;28/04/2021;10/09/2024;01/10/2024;39,90;Aluguel;Brasilcard;;'';068859;
'1470586676';'1470586676';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;11/01/2024;31/12/2024;79,90;Aluguel;Brasilcard;;'';075797;
'1470586369';'1470586369';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;28/11/2024;27/11/2024;136,08;Comodato;Comodato;Claro;'89550534810023498194';087459;
'1470586931';'1470586931';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;04/11/2024;01/01/2025;39,90;Aluguel;Brasilcard;Claro;'89550534810023498202';085603;
'1470586972';'1470586972';GER7;PAX;D195;ESTOQUE;OGEA_CAÇA POS;28/04/2021;14/06/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586202';'1470586202';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;28/04/2021;14/06/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586926';'1470586926';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;14/07/2023;01/10/2023;39,90;Aluguel;Brasilcard;;'';069293;
'1470586969';'1470586969';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;12/08/2024;01/10/2024;29,90;Aluguel;Brasilcard;CLARO;'89550534150026896445';083806;
'1470586368';'1470586368';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;18/06/2024;01/08/2024;39,90;Aluguel;Brasilcard;NLT;'89551301301002845968';082644;
'1470586317';'1470586317';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;12/07/2024;01/09/2024;59,90;Aluguel;Brasilcard;CLARO;'89550534150026885240';083213;
'1470586964';'1470586964';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;17/01/2024;01/01/2100;59,99;Aluguel;DXC;;'';075873;
'1470586358';'1470586358';GER7;PAX;D195;CORREIOS;LOJISTA;28/04/2021;11/09/2024;01/10/2024;39,90;Aluguel;Brasilcard;;'';069483;
'1470586853';'1470586853';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;02/08/2023;01/09/2023;49,90;Aluguel;Brasilcard;;'';051149;
'1470586433';'1470586433';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;22/01/2025;01/03/2025;79,90;Aluguel;Brasilcard;Vivo;'89551301301013835198';088104;
'1470586341';'1470586341';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;31/05/2024;01/01/2100;0,00;Aluguel;DXC;;'';056044;
'1470586902';'1470586902';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;17/07/2024;01/01/2100;59,90;Aluguel;DXC;TNS;'89551301301006807543';051540;
'1470586938';'1470586938';GER7;PAX;D195;CORREIOS;LOJISTA;28/04/2021;11/07/2023;01/07/2024;49,90;Aluguel;Brasilcard;VIVO ALLCOM;'89551080157065186121';040527;
'1470586502';'1470586502';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;28/04/2021;02/01/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586517';'1470586517';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;13/10/2023;01/11/2023;29,90;Aluguel;Brasilcard;VIVO;'89551301301006758902';047082;
'1470586512';'1470586512';GER7;PAX;D195;CORREIOS;LOJISTA;28/04/2021;12/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';068019;
'1470586444';'1470586444';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;07/11/2023;01/12/2023;39,90;Aluguel;Brasilcard;VIVO;'89551301301006921146';040811;
'1470586921';'1470586921';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;24/01/2025;01/04/2025;59,90;Aluguel;Isencao Temporaria;TNS - Rede Vivo;'89551301301004613836';084909;
'1470586405';'1470586405';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;28/04/2021;12/09/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586392';'1470586392';GER7;PAX;D195;ESTOQUE;JULIEL R OLIVEIRA;28/04/2021;08/11/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586470';'1470586470';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;28/04/2021;19/03/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586973';'1470586973';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;13/05/2024;01/07/2024;29,90;Aluguel;Brasilcard;CLARO;'89550534150026885059';046653;
'1470586514';'1470586514';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;31/05/2024;01/01/2100;49,90;Aluguel;DXC;Vivo;'89551301301006949196';079282;
'1470586523';'1470586523';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;04/12/2024;03/12/2024;150,84;Comodato;Comodato;Vivo;'89551301301006949444';087608;
'1470586207';'1470586207';GER7;PAX;D195;ESTOQUE;OGEA_CAÇA POS;28/04/2021;25/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586553';'1470586553';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;28/04/2021;10/10/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586528';'1470586528';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;11/12/2023;31/12/2024;39,90;Aluguel;Brasilcard;Vivo;'89551301301006950749';074951;
'1470586425';'1470586425';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;05/11/2024;05/11/2024;220,03;Comodato;Comodato;Vivo;'89551301301006947422';087011;
'1470586975';'1470586975';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;06/11/2024;04/11/2024;136,08;Comodato;Comodato;Vivo;'89551301301006921559';019444;
'1470586496';'1470586496';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;29/02/2024;01/01/2099;99,90;Aluguel;Isencao Volume;TNS;'89551301301006807519';020369;
'1470586966';'1470586966';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;04/04/2024;31/01/2025;39,90;Aluguel;Brasilcard;CLARO;'89550534150026884862';073852;
'1470586423';'1470586423';GER7;PAX;D195;ESTOQUE;GER - RICARDO_VIEIRA;28/04/2021;27/07/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'14705864361470586436';'14705864361470586436';GER7;PAX;D195;ESTOQUE;NS_INVALIDOS;28/04/2021;21/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586436';'1470586436';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;12/08/2024;07/08/2024;136,08;Comodato;Comodato;VIVO;'89551301301006811529';083774;
'1470586450';'1470586450';GER7;PAX;D195;ESTOQUE;BOLT_7D;28/04/2021;21/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586421';'1470586421';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;04/12/2023;01/01/2100;39,90;Aluguel;DXC;Vivo;'89551301301006792273';074755;
'1470586422';'1470586422';GER7;PAX;D195;ESTOQUE;ANALISE;28/04/2021;24/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586451';'1470586451';GER7;PAX;D195;ESTOQUE;BOLT_7C;28/04/2021;14/06/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586471';'1470586471';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;12/06/2024;11/06/2024;0,00;Aluguel;Brasilcard;TNS - REDE VIVO;'89551301301006929818';079523;
'1470586432';'1470586432';GER7;PAX;D195;ESTOQUE;WALLISSON COSME BARB;28/04/2021;09/01/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586454';'1470586454';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;17/11/2023;01/01/2024;39,90;Aluguel;Brasilcard;VIVO;'89551080157067805330';069696;
'1470586875';'1470586875';GER7;PAX;D195;ESTOQUE;ESTOQUE-SAO PAULO;28/04/2021;31/07/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586486';'1470586486';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;28/04/2021;24/01/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586412';'1470586412';GER7;PAX;D195;CORREIOS;LOJISTA;28/04/2021;12/04/2024;01/06/2024;19,90;Aluguel;Brasilcard;;'';078027;
'1470586895';'1470586895';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;15/07/2023;01/09/2023;39,90;Aluguel;Brasilcard;VIVO;'89551080257086496408';069397;
'1470586552';'1470586552';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;09/01/2024;01/02/2024;49,90;Aluguel;Brasilcard;Vivo;'89551301301006948347';075759;
'1470586548';'1470586548';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;10/11/2023;01/12/2023;39,90;Aluguel;Brasilcard;Vivo;'89551301301006756641';074054;
'1470586783';'1470586783';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;20/09/2023;01/11/2023;59,90;Aluguel;Brasilcard;Link Vivo NLT;'89551301301006760270';059748;
'1470586499';'1470586499';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;21/08/2023;01/10/2023;50,00;Aluguel;Brasilcard;NLT;'89551301301002844557';070142;
'1470586427';'1470586427';GER7;PAX;D195;ESTOQUE;BOLT_7C;28/04/2021;05/10/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586256';'1470586256';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;17/05/2024;31/07/2024;29,90;Aluguel;Brasilcard;CLARO;'89550534150026884904';079019;
'1470586482';'1470586482';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;17/05/2024;31/10/2024;49,90;Aluguel;Brasilcard;VIVO;'89551301301005821560';078939;
'1470586417';'1470586417';GER7;PAX;D195;CONFIGURADO;LOJISTA;28/04/2021;01/04/2024;01/06/2024;49,90;Aluguel;Brasilcard;VIVO;'89551301301005824192';077744;
'1470586357';'1470586357';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;30/01/2024;31/12/2024;39,90;Aluguel;Brasilcard;Vivo;'89551301301006999126';076245;
'1470586298';'1470586298';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;18/07/2024;31/12/2024;49,90;Aluguel;Brasilcard;Vivo;'89551301301004106187';083455;
'1470586382';'1470586382';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;31/10/2022;01/11/2022;29,90;Aluguel;Brasilcard;;'';047962;
'1470586362';'1470586362';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;10/09/2024;01/10/2024;39,90;Aluguel;Brasilcard;;'';067928;
